MMSI,Vessel Name,Vessel Type,Call Sign,IMO Number,Length,Breadth,Depth,Flag
215905000,ADAMASTOS,Tanker,9HA5361,,,,,Malta
215908000,KAATA,Cargo,9HJX8,,,,,Malta
215951000,ARADOS,,9HA5391,,,,,Malta
215953000,ELAURA,Tanker,9HGH8,,,,,Malta
218001460,JD EXPRESS,HSC,DGDC,,,,,Germany
218003000,FAIRPLAY-63,Tug,DDBD2,,,,,Germany
218006040,PLUTO,Tanker,DF6331,,,,,Germany
218026160,GAS 95,Other,DH2272,,,,,Germany
218030480,DAT FUEUERSCHIPP,SAR Vessel,DH3608,,,,,Germany
218031040,GUSTAV,69,DB2188,,,,,Germany
218037780,HELIOS,Other,DK2672,,,,,Germany
218041250,BIRGIT DEYMANN,Tanker,PH6967,,,,,Germany
218054530,MANNHEIM I,79,DC9812,,,,,Germany
218060950,CHIRICO,Tanker,DJ8735,,,,,Germany
218172000,KUGELBAKE,Cargo,DFJE,,,,,Germany
218197000,FAIRPLAY-36,Tug,DFWA2,,,,,Germany
218292000,SEAPIKE,Tanker,DEHR,,,,,Germany
218412000,ANNE SOFIE,79,DFMI2,,,,,Germany
218515000,LEYSAND,54,DBBJ,,,,,Germany
218627000,VERA RAMBOW,Cargo,DFUT2,,,,,Germany
218768000,ALEX VON HUMBOLDT 2,Sailing,DDKK2,,,,,Germany
218809000,KARL ERIK,Other,DDHN2,,,,,Germany
218816000,BEATE,Cargo,DFGL2,,,,,Germany
218861000,ELENE,Cargo,DDZU2,,,,,Germany
219000092,DANISH WARSHIP MSD5,Military,OVEA,,,,,Denmark
219000177,MHV 907 HVIDSTEN,Military,OVLG,,,,,Denmark
219000219,VIKING R,Dredger,OZMM2,,,,,Denmark
219000245,SATURN,Cargo,OUHO2,,,,,Denmark
219000469,DANISH WARSHIP MSF2,Military,OVDX,,,,,Denmark
219000674,M/F MARSTAL,Passenger,OZRH,,,,,Denmark
219000751,ERTHOLM,Passenger,OVJX,,,,,Denmark
219000805,HANNE,Cargo,OU4323,,,,,Denmark
219000809,FEMOESUND,Passenger,OZHF,,,,,Denmark
219000855,FN 304 JEGENS,Fishing,XP3605,,,,,Denmark
219000899,NEKSELOEFAERGEN,Passenger,OZBG,,,,,Denmark
219001166,HAVTERNEN,Passenger,OU6501,,,,,Denmark
219001461,AASE HOJ,Dredger,OYTI2,,,,,Denmark
219001588,MALIA-ALBERTE,Fishing,OWNV,,,,,Denmark
219001609,MUSLING,9,OU2990,,,,,Denmark
219001619,LOKE,Tug,OXDQ2,,,,,Denmark
219002418,PETER,Passenger,OUQD,,,,,Denmark
219003103,O 98 AMANDA,Fishing,5QBI,,,,,Denmark
219005313,ARA,53,0U9009,,,,,Denmark
219007477,FOB SWATH 6,49,OYCH2,,,,,Denmark
219014219,DHIVA,Dredger,OX2377,,,,,Denmark
219015442,HARGUN,Fishing,XPE3206,,,,,Denmark
219017325,TRANSPORTER,HSC,OUZJ2,,,,,Denmark
219019936,WIND TRANSPORTER,Cargo,OZFA2,,,,,Denmark
219023236,MYGGENES,Fishing,OXAB,,,,,Denmark
219023588,HM96 JANNI,Fishing,OWFW,,,,,Denmark
219023786,MHO ESBJERG,HSC,OXIG2,,,,,Denmark
219024177,DANPILOT HOTEL,Pilot Vessel,OX3119,,,,,Denmark
219024550,ORACLIFF,Tanker,OYAM2,,,,,Denmark
219024597,SVITZER IDUN,Tug,OYTU2,,,,,Denmark
219024676,DANPILOT KILO,Pilot Vessel,OX3124,,,,,Denmark
219024900,RAPID,HSC,OYRX2,,,,,Denmark
219025000,ARCTIC GAS,Tanker,OWEX2,,,,,Denmark
219026000,HAMMERSHUS,61,OXPQ2,,,,,Denmark
219026170,AHLMA WEST,Fishing,OYNY,,,,,Denmark
219026318,STELLA NOVA,Fishing,OYQN,,,,,Denmark
219026443,DANPILOT PAPA,Pilot Vessel,OX3143,,,,,Denmark
219026489,TERRAL,HSC,OYFO2,,,,,Denmark
219026490,LEVANTE,Cargo,OYGB2,,,,,Denmark
219026522,M/V ULLA,Cargo,OYNT2,,,,,Denmark
219027399,R 333 KARL-EMIL,Fishing,5QSE,,,,,Denmark
219028965,NORTHERN MARIA,99,OZAV2,,,,,Denmark
219029263,STENA SCANDICA,Passenger,OZNO2,,,,,Denmark
219029563,ENERGIZER,HSC,OZPI2,,,,,Denmark
219031237,FORTUNA CRANE,Other,OZWM2,,,,,Denmark
219031310,STENA EBBA,61,OZXE2,,,,,Denmark
219031605,STENA SPIRIT,61,OUXX2,,,,,Denmark
219031855,WSC SPEED 2,HSC,OZIO2,,,,,Denmark
219033077,IVY1,,OUVH2,,,,,Denmark
219033166,MODIFIER,49,OVIN2,,,,,Denmark
219034373,TERN LAND,Tanker,OUVR2,,,,,Denmark
219034492,WIND ALLY,Cargo,OUZX2,,,,,Denmark
219034956,ODIN R,Cargo,OULV2,,,,,Denmark
219035021,HG 264 SIGNET,Fishing,OVRN,,,,,Denmark
219035031,HERMOD R,Dredger,OVSV2,,,,,Denmark
219113000,ESVAGT INNOVATOR,Other,OXAJ2,,,,,Denmark
219167000,MERKUR <GUARDVESSEL>,Other,OVQG2,,,,,Denmark
219168000,CADIZ,Fishing,OXHK,,,,,Denmark
219173000,POVL ANKER,Passenger,OYRA2,,,,,Denmark
219296000,BOULDER,99,OZNB2,,,,,Denmark
219313000,FREJA R,Dredger,OZNG2,,,,,Denmark
219332000,DAN CISNE,Tanker,OZHP2,,,,,Denmark
219333000,DAN SABIA,Tanker,OZHQ2,,,,,Denmark
219339000,HUNTER,Tug,OZLM2,,,,,Denmark
219348000,BERGENSFJORD,Passenger,OYPJ2,,,,,Denmark
219374000,CATHY THERESA,Tanker,OZEV2,,,,,Denmark
219465000,ESVAGT CELINA,SAR Vessel,OWKX2,,,,,Denmark
219609000,MORTEN MAERSK,Cargo,OWLW2,,,,,Denmark
219758000,TORM DELHI,Tanker,OVXR2,,,,,Denmark
219770000,DEFENDER,Cargo,OXLX2,,,,,Denmark
219794000,NADIR,Towing,OWAT2,,,,,Denmark
219825000,BRITANNIA SEAWAYS,79,OZTS2,,,,,Denmark
219850000,JOULIUS,Tug,OWQY2,,,,,Denmark
220129000,COLUMBINE MAERSK,Cargo,OUHC2,,,,,Denmark
220223000,PETUNIA SEAWAYS,79,OXJM2,,,,,Denmark
220253000,PRIMULA SEAWAYS,79,OUIM2,,,,,Denmark
220474000,VINA,Cargo,OVJJ2,,,,,Denmark
220633000,ESVAGT STAVANGER,Cargo,OYGZ2,,,,,Denmark
224008000,CASTAVI JET,HSC,EABP,,,,,Spain
224013440,JOSE Y ALBANO,Fishing,EB4861,,,,,Spain
224015340,PAUSEP,Fishing,EAIM,,,,,Spain
224029000,BOUZAS,Cargo,EAPC,,,,,Spain
224041240,BOTEIRA PRIMERO,Fishing,EBWP,,,,,Spain
224047740,NUEVO ESPERANZA MAR,Fishing,,,,,,Spain
224055660,GURE AMA MARTINA,Fishing,EA3486,,,,,Spain
224056980,VB. ASDRUBAL,Tug,EBVS,,,,,Spain
224091130,ACUARIUM CAT,Passenger,EA2998,,,,,Spain
224094750,PAPELERO,Fishing,EA5545,,,,,Spain
224100180,PLAIA DE RUETA,Fishing,EAAA,,,,,Spain
224101930,SPABUNKER VEINTIDOS,Tanker,EABZ,,,,,Spain
224115180,PETROBAY,Tanker,ECGC,,,,,Spain
224119550,FARO SISARGAS,Fishing,EA7121,,,,,Spain
224170740,JOSE EDUARDO,Fishing,EA8620,,,,,Spain
224182440,VB CONQUERIDOR,Tug,ECJW,,,,,Spain
224202860,DIA DE REYES,Fishing,EA9291,,,,,Spain
224220360,SPABUNKER CINCUENTA,Tanker,ECLF,,,,,Spain
224271630,VB DORAMAS,Tug,ECMJ,,,,,Spain
224282870,HARIMA,Fishing,,,,,,Spain
224298000,MONTE MEIXUEIRO,Fishing,ECFP,,,,,Spain
224350720,ELISEO VAZQUEZ,Tug,ECOH,,,,,Spain
224410130,ROCIO Y MANUEL,Fishing,,,,,,Spain
224492520,NUEVO BOSCO,99,,,,,,Spain
224655000,ENCOFRADOR,Cargo,EASS,,,,,Spain
224857000,AMARRADORES 200,Dredger,EHGT,,,,,Spain
225401000,V.B. BRAVO,Tug,EAOV,,,,,Spain
225996952,GUARDAMAR URANIA,SAR Vessel,EANX,,,,,Spain
226000210,FAR-AWAY,79,FM2672,,,,,France
226003010,CLOVIS,20,FM3632,,,,,France
226005390,MAGELLAN,Tanker,FM5043,,,,,France
226007140,SAVANE,79,FM 4717,,,,,France
226007640,BELOUGA,,A,,,,,France
226009040,JULIEN M,Tanker,FM5648,,,,,France
226009340,L'ESPOIR,69,FM4464,,,,,France
226009850,TROCADERO,99,,,,,,France
226009990,EDITH PIAF,79,FM6096,,,,,France
226011730,SANS SOUCI,99,FM5963,,,,,France
226012170,SIRENE,79,FM7062,,,,,France
226012250,SELODIE,79,FM7079,,,,,France
226014410,HEAVEN,79,FM7535,,,,,France
226014680,ORION,Pleasure Craft,FM7613,,,,,France
226015720,TRINIDAD,20,PD2525,,,,,France
226016710,ZULU 06,79,FM8032,,,,,France
226017010,KEREON,99,FM8106,,,,,France
226018180,VIRGO,Other,FM8341,,,,,France
226018630,JUSTINE,Pleasure Craft,FM8388,,,,,France
226999999,FRENCH WARSHIP,Military,FFFF,,,,,France
227003050,ENEZ EUSSA 3,Passenger,FV5533,,,,,France
227004080,HYPHOS,99,FW4985,,,,,France
227004570,SNS068,SAR Vessel,FG7455,,,,,France
227006650,MISTRAL 7,Tug,FW8956,,,,,France
227007720,SAINT SAUVEUR,Other,FI8552,,,,,France
227011100,CASTOR 02,99,FW 8036,,,,,France
227072990,BON SECOURS VII,Tug,FV6105,,,,,France
227093830,RODZINA,79,FM3859,,,,,France
227126990,MILO,Tug,FAA4793,,,,,France
227182000,MONTE DORO,Passenger,FNIA,,,,,France
227186000,LE PONANT,Passenger,FGZZ,,,,,France
227273000,MASSALIA,63,FNNO,,,,,France
227315020,F/V SANTA CRUZ,Fishing,FGA2523,,,,,France
227389000,F/V LANDORA,Fishing,FGPL,,,,,France
227536000,F/V DAMAFRAN,7,FHBB,,,,,France
227580520,LOUARN,Passenger,FGD6565,,,,,France
227595440,CASAM IV,Cargo,FGD8298,,,,,France
227607490,F/V ROSENAH,Fishing,FP4290,,,,,France
227630880,CODITREMULLA____,Fishing,FS5650,,,,,France
227814000,F/V MARAUDEUR,Fishing,FQLT,,,,,France
227928000,F/V LA PASTENAGUE,Fishing,FLIC,,,,,France
227983200,MARINE NATIONALE C,,,,,,,France
227999999,FRENCH WARSHIP,,M614,,,,,France
228024240,TSM ROUEN,Tug,FAH4873,,,,,France
228027900,MN CALAO,79,FIEI,,,,,France
228098070,LE ROZEL,Towing,FAJ4175,,,,,France
228102060,ALBATROS,53,FAJ4581,,,,,France
228218600,F/V LA PETITE BRIZE,Fishing,FMFD,,,,,France
228219600,ANDRE.L,Cargo,FMFE,,,,,France
228267700,BRETAGNE,Other,FNKP,,,,,France
228296700,CAP MEJEAN,Tanker,FNQX,,,,,France
228298000,F/V LE PTIT BOGUESE,Fishing,FHUW,,,,,France
228302110,GITANA 18,Sailing,FAM2079,,,,,France
228328000,F/V EGALITE,Fishing,FHAM,,,,,France
228353900,ANDRE MALRAUX,95,FLVA,,,,,France
228382600,PIONNIER,SAR Vessel,FLYB,,,,,France
228404700,ALFRED MERLIN,Dredger,FMOQ,,,,,France
228415800,VB ABEILLE NORMANDIE,SAR Vessel,FMQR,,,,,France
228416600,ABEILLE MEDITERRANEE,Tug,FMQT,,,,,France
228417600,COTE D'OPALE,61,FMQX,,,,,France
228426700,A GALEOTTA,69,FMSP,,,,,France
228438600,SOPHIE GERMAIN,Other,FMUQ,,,,,France
228440700,ARTEMIS,Sailing,FMVC,,,,,France
228467900,ECO LEVANT,Cargo,FMZY,,,,,France
228472700,VB LOUP,Tug,FNMM,,,,,France
228488700,AN ORIANT,Tug,FOLF,,,,,France
228828300,IRIS,Other,FYRS,,,,,France
228828500,PETUNIA,,FYPA,,,,,France
229000069,DIABLESSE,,9HB5778,,,,,Malta
229000166,ROSBEG,Sailing,9HB5893,,,,,Malta
229045000,M/Y LA PELLEGRINA 1,Pleasure Craft,9HA3021,,,,,Malta
229076000,SERAPHINE,Cargo,9HA5438,,,,,Malta
229080000,BOLD  TERN,Other,9HA3053,,,,,Malta
229341000,BIGCIKI,Pleasure Craft,9HB8304,,,,,Malta
229417000,DP GEZINA,69,9HA3317,,,,,Malta
229428000,PATH,Sailing,9HB8227,,,,,Malta
229456000,AMBER BEE,Tanker,9HA5501,,,,,Malta
229545000,NQ MILLA,Tanker,9HA3395,,,,,Malta
229548000,VALENCE,Cargo,9HA3398,,,,,Malta
229626000,MSC AMALFI,Cargo,9HA3462,,,,,Malta
229630000,X-PRESS MULHACEN,Cargo,9HA3465,,,,,Malta
229665000,DIMITRIS C,Cargo,9HA3500,,,,,Malta
229671000,MINET,Sailing,9HB8514,,,,,Malta
229708000,SEAMAJESTY,Tanker,9HA5572,,,,,Malta
229710000,THALATTA,Cargo,9HA3538,,,,,Malta
229768000,EMERALD SKY,69,9H3590,,,,,Malta
229887000,ARUCAS,Cargo,9HA3694,,,,,Malta
229905000,PANTHALASSA,Sailing,9HA5626,,,,,Malta
230028670,HECTOR,Dredger,OJ8882,,,,,Finland
230111650,GAIA,53,OF-4195,,,,,Finland
230175220,REFLEX,79,OJUM,,,,,Finland
230175570,RESCUE WEST,SAR Vessel,OHA4222,,,,,Finland
230192600,ASTRA,Pleasure Craft,OHA6698,,,,,Finland
230289000,SISU,Other,OHMW,,,,,Finland
230302000,MERIKARHU,Other,OJTM,,,,,Finland
230632000,FINNWAVE,Cargo,OJPT,,,,,Finland
230644000,LEONARDO,Tug,OJQI,,,,,Finland
230653000,NORSTREAM,Cargo,OJRC,,,,,Finland
230704000,FINNCANOPUS,Passenger,OJUL,,,,,Finland
230706000,SAANA,Tanker,OJUN,,,,,Finland
230712000,LOVISA,Cargo,OJUU,,,,,Finland
230713000,VIKING CINDERELLA,Passenger,OIZS,,,,,Finland
230723000,NORDIS,Cargo,OJVZ,,,,,Finland
230916000,TALI,Cargo,OJIH,,,,,Finland
230938210,REPLOT 2,Passenger,OF 2244,,,,,Finland
230938610,RUDOLFINA,Passenger,OJ-2210,,,,,Finland
230943350,TUULI,69,OH5260,,,,,Finland
230953000,KAIKU,Other,OJAL,,,,,Finland
230955000,CARMEL,Cargo,OIOC,,,,,Finland
230984090,TINTO,Tug,OJKP,,,,,Finland
230985000,AILA,79,OJMM,,,,,Finland
230985210,GEOMARI,Other,OJ2527,,,,,Finland
230987940,JOANNA SATURNA,Sailing,OJ2044,,,,,Finland
230988040,ALI,Tug,OJ3257,,,,,Finland
230991010,ANYA,Other,OG8166,,,,,Finland
230991740,SAAGA,Cargo,OJRR,,,,,Finland
230992510,KUPELI,99,OIRN,,,,,Finland
231123000,SELFOSS,Cargo,OZ2171,,,,,Faroe Islands
231523000,EIKEFJORD,Cargo,OZ2063,,,,,Faroe Islands
231605000,KONGSBORG,Cargo,OZ 2145,,,,,Faroe Islands
231805000,FREJA,Tug,OZ2114,,,,,Faroe Islands
231837000,HAV SKANDIC,Other,OZ2147,,,,,Faroe Islands
231867000,GADUS,Fishing,OW2150,,,,,Faroe Islands
231894000,FURE SPEAR,Tanker,OZ2217,,,,,Faroe Islands
231896000,HOGABERG,Fishing,OW2169,,,,,Faroe Islands
232000840,BRITANNIA BEAVER,Dredger,MNEV2,,,,,United Kingdom
232001240,AVON,Other,GGNV,,,,,United Kingdom
232001480,SD IMPULSE,Tug,GCOW,,,,,United Kingdom
232001580,CALEDONIAN ISLES,69,MRAB8,,,,,United Kingdom
232002720,HOPETOUN,Tug,MWVX6,,,,,United Kingdom
232002833,NAVAL AUXILIARY,Military,,,,,,United Kingdom
232002927,SD MOORHEN,Diving Ops,GACX,,,,,United Kingdom
232003238,LYNCEUS,49,MXES7,,,,,United Kingdom
232003239,STRANGFORD 2,Passenger,MACG7,,,,,United Kingdom
232003278,ARCO DART,Dredger,MLXX3,,,,,United Kingdom
232003503,SVITZER ELLERBY,Tug,MYSV5,,,,,United Kingdom
232003506,WELSH PIPER,Dredger,MGKA8,,,,,United Kingdom
232003964,SS SHIELDHALL,Passenger,GNGE,,,,,United Kingdom
232004106,HEORTNESSE,Dredger,GBFJ,,,,,United Kingdom
232004148,LADY HEATHER,Passenger,MZFT3,,,,,United Kingdom
232005015,VS LISBETH,Tanker,MAHM4,,,,,United Kingdom
232005083,RAMA,,MAHW9,,,,,United Kingdom
232008947,NORTHERN JOY H225 FV,Fishing,MBGM6,,,,,United Kingdom
232013304,SERENE,Fishing,MCKL8,,,,,United Kingdom
232013524,SPIRIT OF SINGAPORE,Cargo,MCMB7,,,,,United Kingdom
232014358,CALEDONIA III BCK35,Fishing,MCSU2,,,,,United Kingdom
232015045,OCEAN STAR,Fishing,MCYF5,,,,,United Kingdom
232015239,VB PULLMAN,Tug,MCZQ8,,,,,United Kingdom
232015861,CRAIGLEITH,Tug,MDET5,,,,,United Kingdom
232017592,SVITZER AMAZONAS,Tug,MDRZ8,,,,,United Kingdom
232017797,DAME VERA LYNN,Passenger,MDTW9,,,,,United Kingdom
232017999,IRENE,Tug,MDVO7,,,,,United Kingdom
232018799,SVITZER MERIDIAN,Tug,MECW9,,,,,United Kingdom
232019804,KOMMANDOR SUSAN,Towing,MELY9,,,,,United Kingdom
232020953,CELTIC FORESTER,Cargo,MEWG2,,,,,United Kingdom
232021710,ANITA,79,MFDJ4,,,,,United Kingdom
232021737,SVITZER VIDAR,Tug,MFDR8,,,,,United Kingdom
232022727,CMS WRESTLER,Tug,MFMN4,,,,,United Kingdom
232023209,PRINCESS OF PALAU,,MFQK7,,,,,United Kingdom
232024007,H72 FRANK BONEFAAS,Fishing,MFYP7,,,,,United Kingdom
232024313,PURUS HARRI,49,MGBN4,,,,,United Kingdom
232024430,WINDCAT 45,HSC,MGCP8,,,,,United Kingdom
232025613,PETEREL,Tug,MGNY8,,,,,United Kingdom
232025959,HST EUAN,HSC,MGQO3,,,,,United Kingdom
232025974,FS AQUARIUS,Other,MGQQ4,,,,,United Kingdom
232026014,RNMB HEBE,Military,MGQX7,,,,,United Kingdom
232027360,RNLI LIFEBOAT 13-49,SAR Vessel,MFHP8,,,,,United Kingdom
232027481,CEMEX GO INNOVATION,Dredger,MHHF3,,,,,United Kingdom
232030193,OEG ENDURANCE,HSC,MIDM7,,,,,United Kingdom
232031394,SEACAT RAINBOW,HSC,MIIP5,,,,,United Kingdom
232032637,LEGENDE,Pleasure Craft,MIOB6,,,,,United Kingdom
232033647,HYDROCAT 48,HSC,MISN5,,,,,United Kingdom
232035187,ELBIE,Pleasure Craft,MIYW9,,,,,United Kingdom
232035752,FARRA ORLA,HSC,MJCY4,,,,,United Kingdom
232035982,WILAMINA,Pleasure Craft,MJFM5,,,,,United Kingdom
232039261,AMS RETRIEVER,54,MKKH9,,,,,United Kingdom
232039754,SEACAT SCEPTRE,HSC,MKOU6,,,,,United Kingdom
232040743,PATRICK BLACKETT,Military,GXAA,,,,,United Kingdom
232043331,M/Y AMADEUS I,Pleasure Craft,MMBH6,,,,,United Kingdom
232045225,KIRRY MANX,Cargo,MMUD8,,,,,United Kingdom
232045977,SVITZER JUBILEE,Tug,MNBZ4,,,,,United Kingdom
232046091,FARRA EMER,HSC,MNDD6,,,,,United Kingdom
232046269,LADY MARIA FISHER,Tanker,MNEW8,,,,,United Kingdom
232048132,SVITZER ELIZABETH,Tug,MAXB4,,,,,United Kingdom
232048902,BLUE ECLIPSE 1,Other,MOAE2,,,,,United Kingdom
232051641,MO11,HSC,MOMM9,,,,,United Kingdom
232052719,RNLI LIFEBOAT 13-52,SAR Vessel,MORM6,,,,,United Kingdom
232054448,HST LOWESTOFT,HSC,MOZN3,,,,,United Kingdom
232055578,PURUS CHINOOK,Other,MPJQ7,,,,,United Kingdom
232056132,BERGE JEBEL JAIS,Cargo,MPOS8,,,,,United Kingdom
232056217,RESOLUTE 1,Towing,MPPJ2,,,,,United Kingdom
232057812,PACIFIC DISCOVERY,Tug,MREA9,,,,,United Kingdom
232058095,MOWI STORR,Cargo,MRGM6,,,,,United Kingdom
232058314,TRYM,Dredger,MRIC7,,,,,United Kingdom
232059195,SILVERWELL,Pilot Vessel,MROF4,,,,,United Kingdom
232059657,TARIFA JET,HSC,MRRI3,,,,,United Kingdom
232060256,SVITZER VENUS,Tug,MRVI9,,,,,United Kingdom
232060275,AVOCET,Passenger,MRVN2,,,,,United Kingdom
232060957,RAPTOR,HSC,MSAJ6,,,,,United Kingdom
232061513,STORM DIVER,Other,MSET2,,,,,United Kingdom
232061638,SILVER RAVEN,Passenger,MSFS9,,,,,United Kingdom
232063062,SURFER TIDE,Other,MSPT2,,,,,United Kingdom
232063147,SERVICE TIDE,99,MSQJ6,,,,,United Kingdom
232585000,BOKA  POLARIS,Diving Ops,MYKR6,,,,,United Kingdom
232866000,M/S ISBJORNEN 2,Other,MYHH7,,,,,United Kingdom
234209000,WHITE ROSE PH279,Fishing,MKTF5,,,,,United Kingdom
234607000,HMS LEDBURY,Military,GWAE,,,,,United Kingdom
235001135,SVITZER LAURA,Tug,ZQZV8,,,,,United Kingdom
235002514,ST CLARE,Passenger,ZNNR5,,,,,United Kingdom
235002743,VILLAGE BELLE IV,Fishing,MOYJ,,,,,United Kingdom
235004366,SD MOORFOWL,Diving Ops,GACY,,,,,United Kingdom
235008913,SD INSPECTOR,Tug,VQKB4,,,,,United Kingdom
235009850,EVER SIGMA,Cargo,MKKZ7,,,,,United Kingdom
235010460,JURA,55,MLCU2,,,,,United Kingdom
235012119,WILLSERVE,Pilot Vessel,MBJS9,,,,,United Kingdom
235013782,SVITZER BOOTLE,Tug,MCSV5,,,,,United Kingdom
235014768,DAGGRI,69,MDHA6,,,,,United Kingdom
235019173,GRAEMSAY,69,MWJJ2,,,,,United Kingdom
235021802,GM 4,Pleasure Craft,ZQSA5,,,,,United Kingdom
235030641,GEORGIA DAWN  INS140,Fishing,MKLM5,,,,,United Kingdom
235031588,WIGHT SCENE,Passenger,MPQA7,,,,,United Kingdom
235040684,FIDRA,Tug,MSUU9,,,,,United Kingdom
235050722,RNLI LIFEBOAT 16-16,SAR Vessel,MVQD2,,,,,United Kingdom
235053516,GOLDEN FLAME,Pleasure Craft,MMQZ7,,,,,United Kingdom
235053723,APEX,Tug,MQVM8,,,,,United Kingdom
235054738,VB DONAU,Towing,MRSV3,,,,,United Kingdom
235054916,CITY ALPHA,Passenger,MVEK3,,,,,United Kingdom
235054955,SILVER STURGEON,69,MWSC8,,,,,United Kingdom
235054999,MERCURIA,Passenger,MNJM44,,,,,United Kingdom
235055123,DIXIE QUEEN,Passenger,MZED8,,,,,United Kingdom
235064573,CT VECTOR,Tug,2BBA2,,,,,United Kingdom
235064735,COLLINGWOOD,Pilot Vessel,2BBT2,,,,,United Kingdom
235065995,ALBION,53,MCXY3,,,,,United Kingdom
235067397,HEIKO,Tanker,2BMG8,,,,,United Kingdom
235068193,PUFFIN ISLAND,Tug,2BPK6,,,,,United Kingdom
235068802,SD VICTORIA,Cargo,2BRX2,,,,,United Kingdom
235069215,RNLI LIFEBOAT 16-23,SAR Vessel,2BTM7,,,,,United Kingdom
235070283,ERIN SCHULTE,Tanker,2BXS4,,,,,United Kingdom
235070403,WINDCAT 14,48,2BYD7,,,,,United Kingdom
235072824,SD RESOURCEFUL,Tug,2CHL4,,,,,United Kingdom
235074754,VB SANDON,Tug,2CPS8,,,,,United Kingdom
235075328,TS JACK PETCHEY,Other,2CSF6,,,,,United Kingdom
235076242,FV_FAVONIUS_PD17,Fishing,2CVX7,,,,,United Kingdom
235077754,SEVERN SEA,Other,2DCG5,,,,,United Kingdom
235078634,RECOVERY,Tug,2DGB2,,,,,United Kingdom
235080607,RNLI LIFEBOAT E 09,SAR Vessel,2DNW7,,,,,United Kingdom
235081434,NOS LYNX,Other,2DRK7,,,,,United Kingdom
235083501,STOLT PELICAN,Tanker,2EAO9,,,,,United Kingdom
235083529,BARDSEY ISLAND,38,2EAR6,,,,,United Kingdom
235085036,AMS PANTHER,HSC,2EHC2,,,,,United Kingdom
235085243,DMS CONDOR,Tug,2EHT2,,,,,United Kingdom
235086213,WINDCAT 101,HSC,2ELU3,,,,,United Kingdom
235086822,LA TULIPE,,2ENL8,,,,,United Kingdom
235087484,ICENI WARRIOR,HSC,2ERD5,,,,,United Kingdom
235089684,PORTH WEN,HSC,2FAR8,,,,,United Kingdom
235090339,MENA C OF RHU,Tug,2FDG5,,,,,United Kingdom
235090838,ICENI DEFIANT,HSC,2FFO6,,,,,United Kingdom
235093619,EVER LEADING,Cargo,2FRK8,,,,,United Kingdom
235095777,NJORD PETREL,HSC,2GAM2,,,,,United Kingdom
235096003,GEOSURVEYOR XVII,Other,2GBL6,,,,,United Kingdom
235096812,AFON WEN,Tug,2GEZ2,,,,,United Kingdom
235097139,AMS ADVENTURE,HSC,2GGG9,,,,,United Kingdom
235097474,GRAMPIAN SOVEREIGN,91,2GHR4,,,,,United Kingdom
235099237,LOCHINVAR,Passenger,2GOU2,,,,,United Kingdom
235099951,GEOSURVEYOR XI,99,2GRS3,,,,,United Kingdom
235101063,SOUND OF SOAY,Passenger,2GWI3,,,,,United Kingdom
235101365,SD NETLEY,Passenger,ZQXL4,,,,,United Kingdom
235102768,EMERALD BAY,Cargo,2HDO6,,,,,United Kingdom
235103022,VOS GLAMOUR,94,2HEN6,,,,,United Kingdom
235103057,INGRID KNUTSEN,Tanker,2HER5,,,,,United Kingdom
235103595,MMS SUPREME,HSC,2HGZ5,,,,,United Kingdom
235103844,BF RANGER,SAR Vessel,2HID4,,,,,United Kingdom
235105315,OCEAN WARRIOR,45,2HOJ9,,,,,United Kingdom
235107219,DSV CURTIS MARSHALL,57,2HWN3,,,,,United Kingdom
235108057,ICENI VENTURE,HSC,2IAF7,,,,,United Kingdom
235108152,NEW ROSS ONE,Tug,2IAR5,,,,,United Kingdom
235108267,SVITZER ESTON,Tug,2IBE8,,,,,United Kingdom
235108268,SVITZER BARGATE,Tug,2IBE9,,,,,United Kingdom
235108448,PROCEEDER,HSC,2IBZ5,,,,,United Kingdom
235108458,ROMAN REBEL,Other,2ICA5,,,,,United Kingdom
235108534,KMARIN REASON,Tanker,2ICI7,,,,,United Kingdom
235110248,HELEN MARY,Tug,2IJJ3,,,,,United Kingdom
235111522,MO 2,HSC,2IOR9,,,,,United Kingdom
235111562,NORTHERN WIND,Dredger,2IOX2,,,,,United Kingdom
235112536,SUN VOYAGER,Pleasure Craft,2ISW7,,,,,United Kingdom
235113112,PENFRET,Dredger,2IVJ5,,,,,United Kingdom
235114576,CWIND TORNADO,HSC,2JBS5,,,,,United Kingdom
235116011,FORTH WARRIOR,Tug,2JHR8,,,,,United Kingdom
235117789,MAEVA,Pleasure Craft,2JPG3,,,,,United Kingdom
235450000,HJALTLAND,69,VSTY8,,,,,United Kingdom
236022000,CEDAR SEA II,Pleasure Craft,ZDCY7,,,,,Gibraltar
236111849,SOUND HORIZON,Tug,ZDKY7,,,,,Gibraltar
236112059,ATLANTIC TWIN,Tanker,ZDNZ7,,,,,Gibraltar
236112746,ANTON,Tanker,ZDSH3,,,,,Gibraltar
236342000,KEY MARIN,Tanker,ZDHP4,,,,,Gibraltar
236399000,SARNIA LIBERTY,Tanker,ZDHZ7,,,,,Gibraltar
236744000,FRANK,Tanker,ZDSG5,,,,,Gibraltar
236746000,SEASTAR VIKING,79,ZDSJ9,,,,,Gibraltar
236748000,ATTILA,Cargo,ZDSQ3,,,,,Gibraltar
236751000,JELENA,Cargo,ZDST3,,,,,Gibraltar
236764000,ATLANTIC GUARDIAN,Other,ZDSY7,,,,,Gibraltar
