MMSI,Vessel Name,Vessel Type,Call Sign,IMO Number,Length,Breadth,Depth,Flag
246936000,MAUD (PILOTS),Pilot Vessel,PIPE,,,,,Netherlands
247028700,EXPLORA,99,IXWQ,,,,,Italy
247044300,BUNIFAZZIU,Passenger,IWUH,,,,,Italy
247049490,AQUILA PESCATRICE,Fishing,IRIN,,,,,Italy
247092700,ALTAIR III,Pleasure Craft,IR8836,,,,,Italy
247101330,AGATA MADRE,Fishing,IFDP,,,,,Italy
247104500,DIEGO,Tanker,IBHE,,,,,Italy
247114150,MADDALENA MADRE,Fishing,IZFC,,,,,Italy
247131200,TITO NERI,Tug,IQRH,,,,,Italy
247141700,MEGREZ,Tug,IQPV,,,,,Italy
247142400,RESOLUT,79,IQRD,,,,,Italy
247145630,GRAZIANO,Fishing,IWMG,,,,,Italy
247155000,PAUL,Tug,ITLP,,,,,Italy
247156500,DATTILO  M,Tanker,IBXJ,,,,,Italy
247178100,LA SUPERBA,Passenger,IFMC,,,,,Italy
247180900,OLANDA,Tug,INLA,,,,,Italy
247204600,VF 1093,55,IFQF2,,,,,Italy
247217500,GRANDE COLONIA,79,IBXR,,,,,Italy
247229700,AIDABELLA,,ICGS,,,,,Italy
247246500,SAN NICOLA AT,Towing,IINT2,,,,,Italy
247272700,ELBA,Tanker,IBNE,,,,,Italy
247275500,FORTUNATO,Cargo,IPPI,,,,,Italy
247278400,KAMARINA,Tug,IITW2,,,,,Italy
247281390,NUOVA SAN MICHELE,Fishing,IMKG2,,,,,Italy
247295000,VEGA,Tug,IFXV,,,,,Italy
247299700,SPAGNA,Tug,IJAP2,,,,,Italy
247302700,GRANDE CONGO,Cargo,IBPI,,,,,Italy
247306500,NATIVA,Sailing,ITP0176,,,,,Italy
247312900,AIDAMAR,Passenger,ICSJ,,,,,Italy
247318300,EUROCARGO RAVENNA,Cargo,ICNF,,,,,Italy
247337400,CAVALIER SERGIO M.,79,INKC2,,,,,Italy
247353200,CAROLINE A,Tanker,IBGF,,,,,Italy
247356400,IEVOLI IVORY,Other,IBKP,,,,,Italy
247362400,DAVIDE,Tug,IJJP2,,,,,Italy
247382200,CALAFURIA,Tug,INQL2,,,,,Italy
247384200,ECO ITALIA,Cargo,ICIW,,,,,Italy
247385600,MOBY ORLI,Passenger,IBRS,,,,,Italy
247385800,PANAREA M,Tanker,IBSH,,,,,Italy
247389200,AIDANOVA,Passenger,IBUK,,,,,Italy
247402000,CITTA DI SAVONA,Tug,IMDS,,,,,Italy
247416400,GRANDE TIANJIN,Cargo,IBDU,,,,,Italy
247431500,TRITONE,Cargo,INRP2,,,,,Italy
247433300,ERICUSA M,Tanker,IBCC,,,,,Italy
247442800,CASTOR 2,54,IPEA,,,,,Italy
247452900,PELLEGRON,Tug,IOFP2,,,,,Italy
247455300,MED RIGEL,Tug,IOPI2,,,,,Italy
247458000,GIRAGLIA,Passenger,IJKN,,,,,Italy
247482400,LADY BERTA,Tanker,IBAP,,,,,Italy
247482700,MOBY FANTASY,Passenger,IBJO,,,,,Italy
247487800,PRIMO M,Tanker,IBMM,,,,,Italy
248000135,FRIVOLOUS,Pleasure Craft,9HB3525,,,,,Malta
248000893,SANTA MARIA T,Pleasure Craft,HB4491,,,,,Malta
248009000,ACALA,Pleasure Craft,ZGQO6,,,,,Malta
248011000,ATHLOS,Tanker,9HA2125,,,,,Malta
248058000,CETI,Tanker,9HA2150,,,,,Malta
248076000,ST ANGELO,Tug,9HA4504,,,,,Malta
248115000,IS A ROSE,Pleasure Craft,9HA6518,,,,,Malta
248130000,2 J'S OF LONDON,Pleasure Craft,9HB5507,,,,,Malta
248167000,ATLANTIS AUGUSTA,Tanker,9HA4543,,,,,Malta
248198000,EMOTION2,Pleasure Craft,9HA4554,,,,,Malta
248233000,DOJO,Pleasure Craft,9HA4571,,,,,Malta
248238000,NASAKA,Cargo,9HA4572,,,,,Malta
248281000,ALADDIN----------,Pleasure Craft,9HA4569,,,,,Malta
248309000,RIVERSIDE MOZART,Other,9HA2270,,,,,Malta
248413000,NOMAD,Other,9HA2354,,,,,Malta
248666000,AQUA LIBRA,Pleasure Craft,9HA4752,,,,,Malta
248704000,OPTASIA,Pleasure Craft,9HA4410,,,,,Malta
248866000,BRIGADOON,Pleasure Craft,9HA4831,,,,,Malta
248870000,LOUTRO,Tanker,9HA2556,,,,,Malta
248923000,TORRENS,Cargo,9HA4865,,,,,Malta
249000920,ANGELA 1,Fishing,9H5868,,,,,Malta
249029000,PETANI,Cargo,9HIO9,,,,,Malta
249048000,CELEBRITY INFINITY,69,9HJD9,,,,,Malta
249059000,BOKA KEEPER,Tug,9HA6089,,,,,Malta
249091000,KOGO,Pleasure Craft,9HA6105,,,,,Malta
249108000,ALFA NERO,Pleasure Craft,9HA6112,,,,,Malta
249119000,LORELAY,,9HA4115,,,,,Malta
249175000,PRECISION,Cargo,9HA6143,,,,,Malta
249177000,PROGRESS,79,9HA6145,,,,,Malta
249179000,EPTALOFOS,79,9HA6147,,,,,Malta
249222000,CGAS COUGAR,Tanker,9HA6173,,,,,Malta
249224000,CGAS TIGER,Tanker,9HA6175,,,,,Malta
249225000,CGAS LEOPARD,Tanker,9HA6176,,,,,Malta
249249000,FOS,Pleasure Craft,9HA6194,,,,,Malta
249301000,ARCHANGEL ONE,Tanker,9HPA9,,,,,Malta
249355000,SEINE COMTESSE,Other,HQ4210,,,,,Malta
249362000,CGAS PANTHER,Tanker,9HA4214,,,,,Malta
249478000,SERENISSIMA II,Pleasure Craft,9HC2682,,,,,Malta
249497000,TRANS HAV,79,9HA6277,,,,,Malta
249578000,CARITA,,9HA6313,,,,,Malta
249644000,NAVA SOCRATES,Cargo,9HA6335,,,,,Malta
249654000,BOKA STRIKER,Other,9HA6340,,,,,Malta
249660000,MEIN SCHIFF 6,Passenger,9HA4330,,,,,Malta
249671000,VESPERTINE,79,9HA4331,,,,,Malta
249672000,GUNES K,Tanker,9HXG9,,,,,Malta
249682000,CMA CGM MERCURY,Cargo,9HA6347,,,,,Malta
249810000,CGAS MARGRETHE,Tanker,9HA4386,,,,,Malta
249814000,NORTH,Cargo,9HA6394,,,,,Malta
249817000,WHITVENTURE,Tanker,9HA2020,,,,,Malta
249853000,WOMBAT,Pleasure Craft,9HC3184,,,,,Malta
249879000,LARGO ALPHA,Tanker,9HA6419,,,,,Malta
249965000,MADIZ,Pleasure Craft,9HA2104,,,,,Malta
249969000,CGAS VENUS,Tanker,9HA2108,,,,,Malta
250000207,DENIS MURPHY,,EIJQ,,,,,Ireland
250001121,A LA GARDE DE DIEU,Fishing,EICU3,,,,,Ireland
250002012,ARKLOW MARSH,79,EIIX5,,,,,Ireland
250002045,ARKLOW MILL,Cargo,EIJD9,,,,,Ireland
250002133,ARKLOW MEADOW,79,EIJQ7,,,,,Ireland
250002662,ORION,,EIMW8,,,,,Ireland
250004253,DSG TITAN ESCORT TUG,Other,EISD6,,,,,Ireland
250004289,ARKLOW CASTLE,Cargo,EISF6,,,,,Ireland
250005038,OCEAN SUPPORTER,Other,EITS6,,,,,Ireland
250005382,ARKLOW WAVE,Cargo,EIUQ9,,,,,Ireland
250005471,KALICOBA,Fishing,EIUY5,,,,,Ireland
250005692,ARKLOW WILLOW,Cargo,EIVV3,,,,,Ireland
250006644,ARKLOW COAST,Cargo,EIZS4,,,,,Ireland
250014107,ARKLOW RANGER,79,EIA2572,,,,,Ireland
250014464,OCEAN TRANSFER,HSC,EIA2929,,,,,Ireland
250136400,MARIA MAGDALENA 3,Fishing,EI6674,,,,,Ireland
250470000,AINE CHRISTINA,Towing,EI6227,,,,,Ireland
253000035,BOS PRECIOUS,Other,LXAE4,,,,,Unknown
253000036,BELLONA,99,PB4041,,,,,Unknown
253000049,CARPE VESPERUM,Tanker,LX2029,,,,,Unknown
253000073,SUMATRA,Tanker,LX2043,,,,,Unknown
253000117,FRATERNITE,Tanker,LX2095,,,,,Unknown
253000128,KARINA,Other,LXAP6,,,,,Unknown
253082000,KAISHUU,Dredger,LXHK,,,,,Unknown
253109000,L'ETOILE,Dredger,LXEO,,,,,Unknown
253140000,HONDIUS,Other,L X H O,,,,,Unknown
253242242,AUTAN,Tanker,LX2242,,,,,Unknown
253532000,NEPTUNE,Other,LXNP,,,,,Unknown
253754000,GEO OCEAN V,Other,LXGV,,,,,Unknown
253811000,COSETTE,11,LXGG,,,,,Unknown
253816000,GEO OCEAN VI,99,LXGY,,,,,Unknown
254276000,ELLEN,Sailing,3ADG,,,,,Monaco
254288000,SWEET SEA,Sailing,3ADU,,,,,Monaco
255801940,CONESTE,Cargo,CQOE,,,,,Madeira
255801950,DINA POLARIS,Other,CQOF,,,,,Madeira
255802280,YANG A,79,CQON,,,,,Madeira
255802850,LAGOA,Cargo,CSMR,,,,,Madeira
255803000,HARBOUR EXPRESS,Tanker,CQQM,,,,,Madeira
255804860,BG RED,Cargo,CQSK,,,,,Madeira
255805470,ELSA ESSBERGER,Tanker,CQJA,,,,,Madeira
255805550,AFRICAN WIND,Cargo,CQIA,,,,,Madeira
255805750,SEALAND BALBOA,Cargo,CQCA,,,,,Madeira
255805753,CHRISTIAN ESSBERGER,Tanker,CQCC,,,,,Madeira
255805754,PATRICIA ESSBERGER,Tanker,CQCD,,,,,Madeira
255805775,WEC MONDRIAAN,Cargo,CQCY,,,,,Madeira
255805840,SAMSKIP EXPRESS,Cargo,CQBL,,,,,Madeira
255805881,NAVITA,Cargo,CQYB,,,,,Madeira
255805884,ELBSUMMER,Cargo,CQYE,,,,,Madeira
255805887,SOMMEN,Cargo,CQUK,,,,,Madeira
255806013,INSULAR,Cargo,CSDD,,,,,Madeira
255806063,MSC MANON,Cargo,CQIT5,,,,,Madeira
255806148,MARIELYST,Cargo,CQAE2,,,,,Madeira
255806165,WEC FRANS HALS,79,CQAG3,,,,,Madeira
255806175,EDMY,Cargo,CQAH5,,,,,Madeira
255806191,HEINRICH EHLER,79,CQAJ5,,,,,Madeira
255806208,HERITAGE ADVENTURER,69,CQAL6,,,,,Madeira
255806229,ORAMALIA,Tanker,CQAO3,,,,,Madeira
255806257,VALENTINA,Cargo,CQAR7,,,,,Madeira
255806313,KILIA,Cargo,CQAY7,,,,,Madeira
255806353,BBC BERGEN,Cargo,CQED6,,,,,Madeira
255806419,STOLT APAL,Tanker,CQEL8,,,,,Madeira
255806433,VESTVIND,Cargo,CQEN6,,,,,Madeira
255806438,EMSTAL,Cargo,CQEO3,,,,,Madeira
255806447,WESERTAL,Cargo,CQEP4,,,,,Madeira
255806452,NORDIC ISTRIA,Cargo,CQEP9,,,,,Madeira
255806462,WILSON FLEX V,79,CQER3,,,,,Madeira
255806493,MSC VITA,Cargo,CQEV2,,,,,Madeira
255806514,ANNABA,9,CQEX7,,,,,Madeira
255806519,RUBIKON 202,Tanker,CQEY4,,,,,Madeira
255812000,JSP HALMOE,Cargo,CQUQ,,,,,Madeira
255865000,NACC CAPRI,Cargo,CQWE,,,,,Madeira
255890000,LISELOTTE ESSBERGER,Tanker,CQWR,,,,,Madeira
255909640,WILSON FLEX II,Cargo,CQEZ5,,,,,Madeira
255915000,WILSON FLEX I,79,CQEZ6,,,,,Madeira
255915582,BALTIC WIND,Cargo,CQ2040,,,,,Madeira
255915583,BALTIC STEEL,Cargo,CQ2041,,,,,Madeira
255915645,BRAVE FUTURE,Tanker,CQ2103,,,,,Madeira
255915696,FAIRPLAY-68,Tug,CQ2154,,,,,Madeira
255915749,BALTIC ECLIPSE,Cargo,CQ2207,,,,,Madeira
255915753,GEOPRIDE,Cargo,CQ2211,,,,,Madeira
255915758,GRETA C,Cargo,CQ2216,,,,,Madeira
255915770,ASTURIAS,Cargo,CQ2228,,,,,Madeira
255915800,ADIYAMAN,Tanker,CQ2258,,,,,Madeira
255915802,BOLTEN PANORAMA,Cargo,CQ2260,,,,,Madeira
255915809,POLSTEAM OKRA,Cargo,CQ2267,,,,,Madeira
255915859,AMBER CONFIDENCE,Cargo,CQ2317,,,,,Madeira
255915861,REGINE,79,CQ2319,,,,,Madeira
255915873,ASTRO POLARIS,Cargo,CQ2331,,,,,Madeira
255915941,SENSEI,Pleasure Craft,CQ2399,,,,,Madeira
255915963,S SAMBA,Cargo,CQ2421,,,,,Madeira
255915978,STEN FJELL,Tanker,CQ2436,,,,,Madeira
255915980,STEN FRIGG,Tanker,CQ2438,,,,,Madeira
255916028,AASVAER,Cargo,CQ2457,,,,,Madeira
255916110,FAIRPLAY XI,Tug,CQ2539,,,,,Madeira
255917262,GOLDEN PETUNIA,Tanker,CQ2831,,,,,Madeira
255917275,ELBOCEAN,Cargo,CQ2904,,,,,Madeira
255953000,STEN POSEIDON,Tanker,CQXY,,,,,Madeira
255989000,MUROS,Cargo,CRYK,,,,,Madeira
255995000,MISSISSIPPI,Cargo,CRZL,,,,,Madeira
256002000,NEWPORT,Cargo,9HA5651,,,,,Malta
256002474,BARBAROSSA I,Other,9HA5570,,,,,Malta
256004664,ESCAPADE,99,9HC2979,,,,,Malta
256004845,TOMMY,Pleasure Craft,9HC3200,,,,,Malta
256027000,SOUNION II,,9HB8716,,,,,Malta
256190000,CLACTON,Cargo,9HA5730,,,,,Malta
256227000,NQ ROSA,Tanker,9HA3856,,,,,Malta
256249000,M882 HOUTEPEN,Pleasure Craft,9HB4275,,,,,Malta
256328000,FT PORTORIA,Tanker,9HA3887,,,,,Malta
256373000,LUCKY US,Pleasure Craft,9HA3895,,,,,Malta
256378000,SERENITY,Pleasure Craft,9HA5816,,,,,Malta
256421000,ROCHESTER,Cargo,9HA5830,,,,,Malta
256443000,CMA CGM NILE,Cargo,9HA5841,,,,,Malta
256462000,SIKINOS,Tanker,9HA2865,,,,,Malta
256466000,ALFA G,Pleasure Craft,9HA5848,,,,,Malta
256517000,KASPER 7,Pleasure Craft,9HA5720,,,,,Malta
256591000,SEAHABIT,Cargo,9HA5895,,,,,Malta
256650000,AXIOS,Pleasure Craft,9HA5919,,,,,Malta
256718000,SEAHORSE,Pleasure Craft,9HA3989,,,,,Malta
256736000,NINA J,Other,9HA2918,,,,,Malta
256752000,KAPTAN VEYSEL VARDAL,Tanker,9HA5960,,,,,Malta
256778000,K+,Pleasure Craft,9HA5970,,,,,Malta
256789000,LEOPARD,,9H8757,,,,,Malta
256845000,GREENFIELD,Cargo,9HA5996,,,,,Malta
256899000,BIZET,Passenger,9HFD9,,,,,Malta
256972000,PROMETHEUS I,Pleasure Craft,9HA6046,,,,,Malta
257000260,FROYSPRINT,,LG9918,,,,,Norway
257000520,KRISTINE,Cargo,LG9566,,,,,Norway
257000580,OBELIX,99,LK6997,,,,,Norway
257001950,AQS NJORD,Tug,LEOC,,,,,Norway
257001960,RONJA OCEAN,Other,LDWZ,,,,,Norway
257003080,OV SLAATTEROEY,Other,LG9894,,,,,Norway
257003550,RESCUE JENS BYE,SAR Vessel,LF5245,,,,,Norway
257004460,LOS 128,Pilot Vessel,LG9749,,,,,Norway
257004660,DANIEL,Cargo,LG9908,,,,,Norway
257004700,MARINEFJORD,Cargo,LG3652,,,,,Norway
257005140,VOLLEROSA,Fishing,LHOU,,,,,Norway
257006099,KNCTEST,,KNCTEST,,,,,Norway
257008000,SCANBIO HAUGFJORD,Tanker,LCPQ,,,,,Norway
257009300,LOS122,Pilot Vessel,3YAK,,,,,Norway
257009310,BOEROEHOLMEN,Cargo,LK5096,,,,,Norway
257010170,BRUNSFISK,Cargo,LG3647,,,,,Norway
257012330,GYDA,79,LF5807,,,,,Norway
257012980,RC JOTUN,SAR Vessel,LF5330,,,,,Norway
257017920,GLOPPEFJORD,Passenger,LEKM,,,,,Norway
257020890,WILE E. COYOTE,99,LH2241,,,,,Norway
257025120,FOSNA AMON,Cargo,LH2038,,,,,Norway
257025360,STOROEY,Cargo,LH2196,,,,,Norway
257027750,MAROEY PIONEER,99,LF5972,,,,,Norway
257029000,EYR BREMSTEIN,58,LCQQ,,,,,Norway
257029360,SKEISTIND,Cargo,LG2109,,,,,Norway
257029710,POSEIDON,Dredger,LH2385,,,,,Norway
257030000,STEVEN,Pilot Vessel,LESS,,,,,Norway
257030600,INGVALDSON,Fishing,LG5614,,,,,Norway
257030830,OCEAN SPACE DRONE1,,LF5942,,,,,Norway
257031510,BALLSTADOEY,Fishing,LENG,,,,,Norway
257031970,KVANHOVDEN,Pilot Vessel,LFAB,,,,,Norway
257032170,SPARTACUS,79,LG6476,,,,,Norway
257032310,HELNESSUND,Tug,LEOM,,,,,Norway
257033490,RYGERDRONNINGEN,Passenger,LFCK,,,,,Norway
257034390,AQUA FARMS III,99,LH2462,,,,,Norway
257034930,HERMANN JR,Cargo,LFHX,,,,,Norway
257035010,ENIGMA,99,LK3715,,,,,Norway
257035060,NYBORG,79,LLTC,,,,,Norway
257036140,TRELLEVIK,Fishing,LK5994,,,,,Norway
257037600,ASTERIX,Cargo,LG5670,,,,,Norway
257038230,FORDEFJORD,Cargo,LH2528,,,,,Norway
257038560,LAVARO,Cargo,LK 5631,,,,,Norway
257038990,NOBEL,69,LFJA,,,,,Norway
257041820,BRISEN,69,LHBZ,,,,,Norway
257042250,SELMA DROFN,Fishing,LH2573,,,,,Norway
257042740,SEA PUFFIN 1,47,LH2551,,,,,Norway
257045710,FOSNA VIKING,Cargo,LH2288,,,,,Norway
257046380,SNERKEN,Cargo,LH2795,,,,,Norway
257046470,ANGELSEN SENIOR,Fishing,LFEH,,,,,Norway
257046500,WIZARD,Cargo,LK9527,,,,,Norway
257047550,ENGELOEY,Dredger,LFHN,,,,,Norway
257047700,GAMLE KRAGERO,Passenger,LFDS,,,,,Norway
257052230,LOS133,Pilot Vessel,LFQM,,,,,Norway
257052800,TORNEROSE,Passenger,JWWG,,,,,Norway
257053350,TRONDS LAX,Tug,LFPL,,,,,Norway
257053700,HURUMFERJA,69,LMDY,,,,,Norway
257054000,EYR MYKEN,58,LCQU,,,,,Norway
257055210,ROV1304,Dredger,LH2482,,,,,Norway
257055500,HAUK,Other,LG5547,,,,,Norway
257055630,BENI,53,LF6314,,,,,Norway
257055860,SAMNOY,Passenger,LEWS,,,,,Norway
257056810,SARPEN,Diving Ops,LH2802,,,,,Norway
257058020,HYDRA,Fishing,LH3009,,,,,Norway
257059140,FROY FINNMARK,Cargo,LFNG,,,,,Norway
257059840,FOSNA GYRO,Dredger,LH3099,,,,,Norway
257060440,AKSEL,Fishing,LK6606,,,,,Norway
257060720,TAUPO,75,LFFJ,,,,,Norway
257060850,TENNHOLMEN,Other,LF6383,,,,,Norway
257061600,KRAFT JOHANSSEN,Tug,LNAQ,,,,,Norway
257063150,FLATVAER,99,LH3217,,,,,Norway
257063240,FLIPPER,Passenger,LF6406,,,,,Norway
257063250,BJOROYVAER,56,LFLL,,,,,Norway
257064260,OSCAR SUND,Fishing,LFGR,,,,,Norway
257067640,RESCUE PR. RAGNHILD,SAR Vessel,LF6452,,,,,Norway
257068010,ROTSUND,Cargo,LFVK,,,,,Norway
257069260,TJOETTAGUTTEN,79,LF6455,,,,,Norway
257070230,VIKOEY,Tug,LH3125,,,,,Norway
257070540,DS KYSTEN,69,LEIG,,,,,Norway
257071050,KINSARVIK,Passenger,LFLU,,,,,Norway
257071700,SVEIO,69,LACK,,,,,Norway
257073100,KNUT OLAV,Fishing,LESF,,,,,Norway
257074020,FJORDOEY,49,LFIF,,,,,Norway
257075200,MJOELNER,99,LH3473,,,,,Norway
257076500,LOS113,Pilot Vessel,LLNM,,,,,Norway
257077410,BLODSTRUPMOEN,Other,LH3498,,,,,Norway
257077500,LOS 114,Pilot Vessel,LLNO,,,,,Norway
257078700,VIKNA,65,LLMF,,,,,Norway
257078960,LYSHOLMEN,Cargo,LF6519,,,,,Norway
257079380,RAVNOY,Cargo,LH5629,,,,,Norway
257080050,BARENTS OCEAN,Cargo,LFYQ,,,,,Norway
257081240,STORSKJER,Fishing,LK7043,,,,,Norway
257082200,KV NJORD,55,LBHO,,,,,Norway
257083000,FRAMNAES,69,LAXE,,,,,Norway
257083230,RINGANES,Cargo,LFYS,,,,,Norway
257084040,GUNNAR JARL,Fishing,LLGI,,,,,Norway
257084600,T/B SQUALUS,Tug,LDST,,,,,Norway
257084800,ATLOEY,Other,LFND,,,,,Norway
257087420,TUSTNA,Passenger,LFMK,,,,,Norway
257088050,TENOR,Fishing,LFAJ,,,,,Norway
257088090,FROY STADT,Cargo,LFRP,,,,,Norway
257088370,MARION ANITA,79,LAJB8,,,,,Norway
257088670,FEDJEBJORN,Other,LFMF,,,,,Norway
257088680,MORINGEN,Passenger,LFLY,,,,,Norway
257088710,STANGVIKFJORD,Passenger,LFMC,,,,,Norway
257088720,FROY SKULD,56,LFVO,,,,,Norway
257089650,LOS 136,Pilot Vessel,LGEE,,,,,Norway
257090750,FODNES,Passenger,LFQV,,,,,Norway
257090830,TAUMAR,99,LFWM,,,,,Norway
257092150,PLOESEN,Cargo,LH3826,,,,,Norway
257092700,BATSERVICE VII,69,LIHS,,,,,Norway
257094290,BORG PARAT,Tug,LGIG,,,,,Norway
257097100,TRANSPORTER,79,LH3858,,,,,Norway
257098420,HERMES II,Passenger,LGIK,,,,,Norway
257099320,STEINSTIND,Other,LH3958,,,,,Norway
257099400,KVALSOEY,Cargo,LH3939,,,,,Norway
257100150,ODIN,,LH3899,,,,,Norway
257100750,KB STORM,Diving Ops,LH3907,,,,,Norway
257101120,NYTIND,Fishing,LHNN,,,,,Norway
257101730,BORTIND,HSC,LGBA,,,,,Norway
257105040,STIG INGE,Fishing,LK3724,,,,,Norway
257106400,GRIP MINNIMUS,Tanker,LHTM,,,,,Norway
257109410,EL-IDA,Cargo,LF6855,,,,,Norway
257111020,OV_HEKKINGEN,54,LFYU,,,,,Norway
257113250,JOSBERG,Fishing,LGAZ,,,,,Norway
257114400,TRONDHEIMSFJORD II,HSC,LAPB,,,,,Norway
257115000,SULA,75,LAWO7,,,,,Norway
257121400,HALTBAKK BUNKERSERV.,Tanker,LLOB,,,,,Norway
257123990,NORCAT SEA,49,LH4250,,,,,Norway
257124140,JENSEN KVITBERG,,LM5573,,,,,Norway
257125140,HANNA B,Fishing,JXVK,,,,,Norway
257127800,LENVIK,Other,LJNK,,,,,Norway
257130000,HANNAH KRISTINA,Cargo,LEUK,,,,,Norway
257130780,FRIGG USV,Other,LF7703,,,,,Norway
257131560,BRE,49,JXUL,,,,,Norway
257131700,MERDO,69,LCWV,,,,,Norway
257131800,FORROEY 2,Fishing,LCLK,,,,,Norway
257132900,JARLE BERG,Fishing,JWLC,,,,,Norway
257133930,FROY SUPPORTER,Cargo,LLHF,,,,,Norway
257137700,OKSOEY,Passenger,LMJD,,,,,Norway
257141600,RAVNEN,HSC,LF5283,,,,,Norway
257142520,SVENDSEN SENIOR,Fishing,LK2937,,,,,Norway
257142800,STURLA S,Cargo,LG6670,,,,,Norway
257151000,SOERDYROEY,Other,LCKA,,,,,Norway
257152000,AUSTFJORD,Cargo,LCSQ,,,,,Norway
257154500,ONGLESUND,79,LG6589,,,,,Norway
257155020,TANGSKJAER,Fishing,LK3611,,,,,Norway
257155500,AUSTHAVET,Fishing,LG6266,,,,,Norway
257156000,ARTEMIS ATHENE,10,LDIA3,,,,,Norway
257158400,MY SPIRIT OF OSLO,Passenger,LHDZ,,,,,Norway
257160400,OEYKONGEN,99,LLDX,,,,,Norway
257161800,HAELGE,Cargo,LG6090,,,,,Norway
257165800,RESCUE BERGESEN D.Y.,SAR Vessel,LF5297,,,,,Norway
257166000,ASKOYBAS,Fishing,LKDQ,,,,,Norway
257168000,VALDIMAR H,Fishing,LEQS,,,,,Norway
257169000,BERNTINE,69,LIAS,,,,,Norway
257170000,FROY HARVEST,Tug,LEKW,,,,,Norway
257171000,FROY VALKYRIEN,Tug,LEKX,,,,,Norway
257174400,LARS,Tug,LFCJ,,,,,Norway
257178000,NYKSUND,Cargo,LEET,,,,,Norway
257189700,SIV,Cargo,LG6785,,,,,Norway
257193000,VEIDAR,Fishing,LEPY,,,,,Norway
257196600,VICTORIA,69,LFGJ,,,,,Norway
257200000,KONG HARALD,Passenger,LGIY,,,,,Norway
257202600,HEIA,Other,LG6804,,,,,Norway
257208800,SOLUNDOY,HSC,LMOZ,,,,,Norway
257209400,DIVESERVICE 1,Cargo,LEQN,,,,,Norway
257210400,AURLAND,Passenger,LFFS,,,,,Norway
257216000,FFS AMON,39,LLIB,,,,,Norway
257217000,STJERNOY,HSC,LCJH,,,,,Norway
257218500,KAPTEIN BUHRE,SAR Vessel,LEFF,,,,,Norway
257220500,TROLLSJO,Cargo,LG6967,,,,,Norway
257238500,BLAANA,Cargo,LKIJ,,,,,Norway
257238800,FJAERLANDSFJORD,Passenger,LEXR,,,,,Norway
257244900,FOSNA VASK,Dredger,LG9587,,,,,Norway
257253400,GEISNES,Passenger,LAML,,,,,Norway
257259400,SJOSCENEN,69,LGHL,,,,,Norway
257261800,FOSNA AURORA,Cargo,LG7223,,,,,Norway
257264500,FOX OCEAN,Tug,LG7195,,,,,Norway
257268700,GULEN,59,LAWF,,,,,Norway
257281800,HAVSULA,Passenger,JXVN,,,,,Norway
257282500,OSTER,Passenger,LEPF,,,,,Norway
257288700,OBELIX,Cargo,LK7179,,,,,Norway
257291000,NORMAND OCEAN,Cargo,LFNI3,,,,,Norway
257293000,VIKING PRINCESS,91,LDDE,,,,,Norway
257293500,ODA CELINE,Other,LGEK,,,,,Norway
257294500,VOLT COLLECTOR II,Other,LGVL,,,,,Norway
257302000,HOLMFOSS,Cargo,LADN8,,,,,Norway
257306900,KRABAT,Cargo,LK5780,,,,,Norway
257309400,FLEKKO,Cargo,LKWJ,,,,,Norway
257310000,STAR KIRKENES,Cargo,LAHR7,,,,,Norway
257314000,WILSON PLYMOUTH,Cargo,LATZ8,,,,,Norway
257317400,MELFJORD,Passenger,LAQN,,,,,Norway
257319500,KRAAKOY,99,LG2456,,,,,Norway
257328000,STAR JUVENTAS,Cargo,LAZU5,,,,,Norway
257328900,AQUAFISK SR.,Cargo,JWUO,,,,,Norway
257332620,HARALD BERGE,,LM6393,,,,,Norway
257336000,GROTLE,Fishing,LGCT,,,,,Norway
257338400,BJORVIKA,Passenger,LJSS,,,,,Norway
257350050,SATURN,Other,LAZZ8,,,,,Norway
257350400,REINOY,69,LAPF,,,,,Norway
257362500,HAMAROEY,Passenger,LGNP,,,,,Norway
257368000,HOEGH COPENHAGEN,Cargo,LAIJ7,,,,,Norway
257368900,RYPOY,49,LIRL,,,,,Norway
257385000,KEGUMS,Cargo,LAIR7,,,,,Norway
257388000,BARENTS SEA,Fishing,LKUA,,,,,Norway
257390000,ASPER VICTORIA,95,LMWJ,,,,,Norway
257390500,NITROX,Diving Ops,LGDB,,,,,Norway
257391000,BJUGNHOLM,75,LAMN,,,,,Norway
257393400,SYKKYLVSFJORD,Passenger,JXWG,,,,,Norway
257398700,KVIKK,Passenger,JXSV,,,,,Norway
257406500,M/S ELIN TORIL,Fishing,LAVU,,,,,Norway
257409000,FINNSTRAUM,Tanker,LAJF5,,,,,Norway
257415000,HAGLAND PREMIER,Cargo,LAUB8,,,,,Norway
257417000,BOKN,Tug,LDIJ,,,,,Norway
257438000,HAVILA HEROY,Other,LCCC,,,,,Norway
257444500,BERGLIBUEN,Other,LLUX,,,,,Norway
257448500,SKAARUNGEN,Fishing,JXSK,,,,,Norway
257452000,ASKELADDEN,10,LFKL,,,,,Norway
257472000,STRIL BARENTS,Other,LDMA,,,,,Norway
257473000,RYGERSOL,HSC,LNFR,,,,,Norway
257475000,STRIL MERMAID,Cargo,LGVY,,,,,Norway
257480500,STRAUMFJORD,Cargo,JXAC,,,,,Norway
257485600,CHELSIE,Fishing,LCNF,,,,,Norway
257491000,NORTH PURPOSE,Cargo,LNHS,,,,,Norway
257496900,TORRISLAKS 3,Cargo,LK6456,,,,,Norway
